host,problem,function,dimension,instance,seed,action,baseline_best,first_f,best_h1,best_h10,best_h50,best_h100
cma,bbob_f011_i76_d05,11,5,76,1,pass,0.04945486207802219,23355.2413966507,0.04945486207802219,0.04945486207802219,-121.400547402283,-124.2684990635412
cma,bbob_f011_i76_d05,11,5,76,1,contract,0.04945486207802219,19023.935104319407,0.04945486207802219,0.04945486207802219,-122.83708390191201,-122.83708390191201
cma,bbob_f011_i76_d05,11,5,76,1,contract_clip,0.04945486207802219,19023.935104319407,0.04945486207802219,0.04945486207802219,-122.83708390191201,-122.83708390191201
cma,bbob_f012_i75_d05,12,5,75,0,pass,283879.7813353252,2645899.0619946374,283879.7813353252,283879.7813353252,39139.5824274641,9070.667802661646
cma,bbob_f012_i75_d05,12,5,75,0,contract,283879.7813353252,1621020.2298264848,283879.7813353252,283879.7813353252,119522.63997227035,10872.421039753764
cma,bbob_f012_i75_d05,12,5,75,0,contract_clip,283879.7813353252,1621020.2298264848,283879.7813353252,283879.7813353252,119522.63997227035,10872.421039753764
cma,bbob_f012_i75_d05,12,5,75,1,pass,1000598.5974112618,644961.5724098827,644961.5724098827,432005.63543982967,49620.27111779312,13359.921052737222
cma,bbob_f012_i75_d05,12,5,75,1,contract,1000598.5974112618,677568.1779675763,677568.1779675763,652614.2221288474,100055.95969531797,24980.870243669928
cma,bbob_f012_i75_d05,12,5,75,1,contract_clip,1000598.5974112618,677568.1779675763,677568.1779675763,652614.2221288474,100055.95969531797,24980.870243669928
cma,bbob_f012_i76_d05,12,5,76,0,pass,601676.6669289261,8905969.13104764,601676.6669289261,601676.6669289261,127507.87745479814,11742.138136303503
cma,bbob_f012_i76_d05,12,5,76,0,contract,601676.6669289261,5605976.309662713,601676.6669289261,601676.6669289261,194546.8120674265,10258.116048447204
cma,bbob_f012_i76_d05,12,5,76,0,contract_clip,601676.6669289261,5605976.309662713,601676.6669289261,601676.6669289261,194546.8120674265,10258.116048447204
cma,bbob_f012_i76_d05,12,5,76,1,pass,251527.10646636187,4286526.885393397,251527.10646636187,251527.10646636187,9356.557115009327,9356.557115009327
cma,bbob_f012_i76_d05,12,5,76,1,contract,251527.10646636187,1830283.0276353438,251527.10646636187,251527.10646636187,81371.76635681733,16808.999436299164
cma,bbob_f012_i76_d05,12,5,76,1,contract_clip,251527.10646636187,1882946.2657861598,251527.10646636187,251527.10646636187,223390.54898935885,23470.10701715515
cma,bbob_f013_i75_d05,13,5,75,0,pass,146.92424799110574,318.3549265337783,146.92424799110574,74.90503897485836,42.954957498831334,18.564949419965956
cma,bbob_f013_i75_d05,13,5,75,0,contract,146.92424799110574,222.04960959802216,146.92424799110574,146.92424799110574,56.84376218284504,28.553281139647034
cma,bbob_f013_i75_d05,13,5,75,0,contract_clip,146.92424799110574,222.04960959802216,146.92424799110574,146.92424799110574,56.84376218284504,28.553281139647034
cma,bbob_f013_i75_d05,13,5,75,1,pass,227.0714442585693,443.343839428424,227.0714442585693,227.0714442585693,180.45873813174435,72.15752595513867
cma,bbob_f013_i75_d05,13,5,75,1,contract,227.0714442585693,242.63278689528215,227.0714442585693,227.0714442585693,73.5905471600898,54.410840946762036
cma,bbob_f013_i75_d05,13,5,75,1,contract_clip,227.0714442585693,255.4485598592385,227.0714442585693,227.0714442585693,116.54582557310478,62.5183507362828
cma,bbob_f013_i76_d05,13,5,76,0,pass,319.68761120173406,469.6460597338879,319.68761120173406,300.37126621965655,250.5402911843293,215.4171371607065
cma,bbob_f013_i76_d05,13,5,76,0,contract,319.68761120173406,386.1476382550219,319.68761120173406,300.37126621965655,245.39589042199782,224.2016970576321
cma,bbob_f013_i76_d05,13,5,76,0,contract_clip,319.68761120173406,386.1476382550219,319.68761120173406,300.37126621965655,245.39589042199782,224.2016970576321
cma,bbob_f013_i76_d05,13,5,76,1,pass,322.2086914297079,465.4299321246967,322.2086914297079,322.2086914297079,286.45497141941314,241.79472404464613
cma,bbob_f013_i76_d05,13,5,76,1,contract,322.2086914297079,363.38522655341586,322.2086914297079,322.2086914297079,258.74193818236006,232.11611506171403
cma,bbob_f013_i76_d05,13,5,76,1,contract_clip,322.2086914297079,369.39588690241726,322.2086914297079,322.2086914297079,256.65193927180303,238.8749889311691
cma,bbob_f014_i75_d05,14,5,75,0,pass,-127.2272814083924,-126.74013518073068,-127.2272814083924,-127.2272814083924,-127.2272814083924,-127.33099274368324
